sort,Name,Sex,Color,Birth Year,Birth Month/Day,Birth Pack,Mother,Father,Birth Location,Current/Death Pack,Previous Packs,Death Year,Last seen,Death/Last Month/Day,Death Cause,Death/Last Location,Alt name,Translocated,on 2023 Wolf Chart?,Official Tree?,Book?,notes
0526,526,F,b,2004,April,Slough Creek,Black Female,261M,"Slough Creek Area, YNP",Slough Creek,-,2008,N/A,September 3,Wolf, Unknown,,,,Yes,Yes,
0527,527,F,b,2002,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Cottonwood Creek,Slough Creek,2009,N/A,October 3,Legally Shot ,North of YNP Boundary,,,,Yes,Yes,
0528,528,M,g,2003?,?,?,?,?,Location Unknown,Hellroaring,-,2006,N/A,February 11,Wolf (Agate Creek?), Unknown,,,,Yes,Yes,
0529,529,F,b,2004,April,Druid Peak,286F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2006,unknown,N/A, Unknown,,,,Yes,Yes,
0534,534,M,g,2000,April,Nez Perce,48F,72M,"Madison-Firehole Rivers Area, YNP",Leopold,-,2008,N/A,September 13,Wolf (Mount Everts),"Blacktail Deer Plateau, YNP",,,,Yes,Yes,
0535,535,M,b,2002,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2006,unknown,N/A, Unknown,,,,Yes,Yes,
0536,536,F,g,2003,April,Leopold,220F,534M,"Blacktail Deer Plateau, YNP",None,Oxbow Creek,2009,N/A,November 5,Natural (Malnutrition), Unknown,,,,Yes,Yes,
0537,537,F,g,2002,?,?,?,?,Location Unknown,Gibbon Meadows,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0538,538,M,g,2004?,?,?,?,?,Location Unknown,Gibbon Meadows,-,N/A,2006,unknown,N/A, Unknown,,,,Yes,Yes,
0539,539,F,g,2005,April,Gibbon Meadows,537F,257M,"Gibbon Meadows, YNP",Gibbon Meadows,-,N/A,2006,unknown,N/A, Unknown,,,,Yes,Yes,
0540,540,F,g,2000,April,Nez Perce,48F,72M,"Madison-Firehole Area, YNP",Hayden Valley,-,2007,N/A,October 30,Wolf (Mollie's),"Hayden Valley Area, YNP",,,,Yes,Yes,
0541,541,M,g,2001,April,Swan Lake,152F,206M,"Swan Lake Flats, YNP",Hayden Valley,-,2007,N/A,October 27,Wolf (Mollie's),"Hayden Valley Area, YNP",,,,Yes,Yes,
0542,542,F,g,2003?,?,Yellowstone Delta,126F,?,Location Unknown,Yellowstone Delta,-,2006,N/A,April 9,Wolf (Mollie's), Unknown,,,,Yes,Yes,
0543,543,M,b,2005,April,Bechler,Black and Silver Aplha Female,192M,"Bechler Area, Southwestern YNP",Bechler,-,N/A,2006,unknown,N/A, Unknown,,,,Yes,Yes,
0544,544,M,b,2005,April,Bechler,Black and Silver Aplha Female,192M,"Bechler Area, Southwestern YNP",Bechler,-,2008,N/A,January 2,Unknown, Unknown,,,,Yes,Yes,
0545,545,F,b,2005,April,Bechler,Black and Silver Aplha Female,192M,"Bechler Area, Southwestern YNP",Bechler,-,N/A,2013,unknown,N/A, Unknown,,,,Yes,Yes,
0546,546,M,g,2004,April,Cougar Creek,151F,257M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2006,unknown,N/A, Unknown,,,,Yes,Yes,
0569,569,F,g,2004,April,Druid Peak,286F,21M,"Lamar Valley, YNP",Druid Peak,-,2009,N/A,October 15,Wolf (Hoodoo Creek),"Upper Lamar River Area, YNP",,,,Yes,Yes,
0570,570,M,g,2006,April,Druid Peak,529F (569F?),480M (302M?),"Round Prairie Area, Northeast YNP",Druid Peak,-,N/A,2007,unknown,N/A, Unknown,,,,Yes,Yes,
0571,571,F,g,2006,April,Druid Peak,529F (569F?),480M (302M?),"Round Prairie Area, Northeast YNP",Druid Peak,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0572,572,F,b,2004?,?,Yellowstone Delta,126F,487M,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2007,unknown,N/A, Unknown,,,,Yes,Yes,
0573,573,M,g,2006,April,Yellowstone Delta,126F,487M,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2007,unknown,N/A, Unknown,,,,Yes,Yes,
0574,574,F,b,2006,April,Yellowstone Delta,126F,487M,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2007,unknown,N/A, Unknown,,,,Yes,Yes,
0575,575,F,g,2004,April,Yellowstone Delta,126F,487M,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2010,unknown,N/A, Unknown,,,,Yes,Yes,
0576,576,F,g,2004?,?,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2007,unknown,N/A, Unknown,,,,Yes,Yes,
0577,577,M,g,2006,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,N/A,2007,unknown,N/A, Unknown,,,,Yes,Yes,
0578,578,F,b,2006,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",None,-,N/A,2011,unknown,N/A, Unknown,,,,Yes,Yes,
0586,586,M,g,2002,April,Mollie's,174F,193M,"Pelican Valley, YNP",Agate Creek,-,2011,N/A,October 25,Wolf (Mollie's), Unknown,,,,Yes,Yes,
0587,587,M,g,2002,April,Mollie's,174F,193M,"Pelican Valley, YNP",None,Canyon,N/A,2011,unknown,N/A,"Craig's Pass, YNP",,,,Yes,Yes,
0588,588,F,b,2006,April,Oxbow Creek,536F,470M,"Geode Creek Area, Northern YNP",Oxbow Creek,-,2008,N/A,December 5,Natural (Malnutrition), Unknown,,,,Yes,Yes,
0589,589,F,g,2006,April,Oxbow Creek,536F,470M,"Geode Creek Area, Northern YNP",Oxbow Creek,-,2008,N/A,September 19,Wolf (Agate Creek), Unknown,,,,Yes,Yes,
0590,590,M,b,2006,April,Agate Creek,472F,113M,"Antelope Creek Area, YNP",None,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0591,591,F,g,2006,April,Leopold,209F,534M,"Blacktail Deer Plateau, YNP",Leopold,-,2008,N/A,August 12,Wolf (Oxbow Creek or Mount Everts), Unknown,,,,Yes,Yes,
0592,592,F,g,2004,April,Leopold,209F,534M,"Blacktail Deer Plateau, YNP",None,-,2008,N/A,April 14,Wolf, Unknown,,,,Yes,Yes,
0593,593,F,g,2006,April,Leopold,209F,534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0623,623,M,g,2007,April,Leopold,209F,534M,"Blacktail Deer Plateau, YNP",Leopold,-,2008,N/A,November 14,Natural (Disease/ Malnutrition), Unknown,,,,Yes,Yes,
0624,624,F,b,2007,April,Leopold,209F,534M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0625,625,F,g,2006,April,Leopold,209F,534M,"Blacktail Deer Plateau, YNP",None,-,2009,N/A,March 12,Legally Shot , Unknown,,,,Yes,Yes,
0626,626,F,g,2008,April,Oxbow Creek,536F,627M,"Geode Creek Area, Northern YNP",Oxbow Creek,-,2008,N/A,September 24,Unknown, Unknown,,,,Yes,Yes,
0627,627,M,g,2004?,?,?,?,?,Location Unknown,None,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0628,628,M,g,2006,April,Oxbow Creek,536F,470M,"Geode Creek Area, Northern YNP",Oxbow Creek,-,2008,N/A,October 9,Natural (Disease), Unknown,,,,Yes,Yes,
0629,629,M,b,2006,April,Agate Creek,472F,113M,Location Unknown,None,Slough Creek,2007,N/A,July 28,Natural (Disease), Unknown,,,,Yes,Yes,
0630,630,F,g,2007,April,Slough Creek,380F,?,"Slough Creek Area, YNP",Slough Creek,-,2008,N/A,November 18,Wolf, Unknown,,,,Yes,Yes,
0631,631,F,b,2007,April,Slough Creek,380F,?,"Slough Creek Area, YNP",Slough Creek,-,2008,N/A,October 27,Wolf, Unknown,,,,Yes,Yes,
0632,632,F,g,2004,April,Cougar Creek,151F,257M,"Madison Valley Area, YNP",Grayling Creek,-,2009,N/A,November 5,Unknown, Unknown,Tripod,,,Yes,Yes,
0633,633,F,b,2007,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2013,unknown,N/A, Unknown,,,,Yes,Yes,
0634,634,F,b,2006,April,Yellowstone Delta,126F,487M,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0635,635,F,g,2006,April,Yellowstone Delta,126F,487M,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0636,636,M,g,2007,April,Cougar Creek,151F,303M,"Madison Valley Area, YNP",Mary Mountain,-,2011,N/A,December 1,Wolf (Mollie's), Unknown,,,,Yes,Yes,
0638,638,M,b,2007,April,Hayden Valley,Canyon Alpha Female,?,"Hayden Valley Area, YNP",None,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0639,639,M,g,2006,April,Hayden Valley,540F,541M,"Hayden Valley Area, YNP",None,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0640,640,F,g,2007,April,Mollie's,486F,193M,"Pelican Valley, YNP",Mollie's,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0641,641,M,g,2007,April,Mollie's,486F,193M,"Pelican Valley, YNP",Agate Creek,-,2011,N/A,December 17,Wolf (Mollie's), Unknown,,,,Yes,Yes,
0642,642,F,b,2007,April,Agate Creek,472F,383M,"Antelope Creek Area, YNP",None,Blacktail,2011,N/A,October 5,Legally Shot , Unknown,,,,Yes,Yes,
0643,643,F,g,2007,April,Agate Creek,472F,383M,"Antelope Creek Area, YNP",Agate Creek,-,2008,N/A,August 4,Wolf (Druid Peak), Unknown,,,,Yes,Yes,
0644,644,F,g,2007,April,Agate Creek,472F,383M,"Antelope Creek Area, YNP",Agate Creek,-,2008,N/A,October 26,Wolf (Druid Peak), Unknown,,,,Yes,Yes,
0645,645,F,g,2007,April,Druid Peak,569F,480M,"Cache Creek Area, Upper Lamar Valley YNP",None,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0646,646,F,g,2007,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,2011,N/A,April 26,Unknown, Unknown,,,,Yes,Yes,
0647,647,M,g,2007,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Grayling Creek,-,2011,N/A,March 14,Vehicle, Unknown,,,,Yes,Yes,
0661,661,M,b,2007?,?,South Forks,?,?,Location Unknown,Yellowstone Delta,-,N/A,2013,unknown,N/A, Unknown,,,,Yes,Yes,
0663,663,M,g,2006?,?,?,?,?,Location Unknown,None,-,N/A,2008,April16,N/A, Unknown,,,,Yes,Yes,
0682,682,M,b,2006?,?,?,?,?,Location Unknown,None,Hoodoo Creek,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0684,684,M,b,2008,April,Mount Everts,?,685M,"Mount Everts, YNP",None,-,N/A,2011,unknown,N/A, Unknown,,,,Yes,Yes,
0685,685,M,g,2003,April,Nez Perce,48F,72M,"Madison-Firehole Area, YNP",None,Mount Everts,N/A,2011,unknown,N/A, Unknown,,,,Yes,Yes,
0686,686,F,g,2007,April,Mollie's,486F,193M,"Pelican Valley, YNP",None,-,2013,N/A,September 15,Wolf, Unknown,,,,Yes,Yes,
0687,687,M,b,2008,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Grayling Creek,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0688,688,M,g,2008,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,N/A,2010,unknown,N/A, Unknown,,,,Yes,Yes,
0689,689,M,b,2006?,?,Gibbon Meadows,537F,?,Location Unknown,Cougar Creek,-,2014,N/A,November 5,Legally Shot , Unknown,,,,Yes,Yes,
0690,690,F,b,2008,April,Druid Peak,569F,480M,"Lamar Valley, YNP",Druid Peak,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0691,691,F,g,2006,April,Druid Peak,529F,480M,"Round Prairie Area, Northeast YNP",None,-,2010,N/A,January 23,Wolf (Silver),Lamar Buffalo Ranch,,,,Yes,Yes,
0692,692,F,b,2006,April,Agate Creek,472F,113M,"Antelope Creek Area, YNP",None,"Blacktail, Lava Creek",2011,N/A,November 5,Illegally Shot , Unknown,,,,Yes,Yes,
0693,693,F,g,2006,April,Agate Creek,472F,113M,"Antelope Creek Area, YNP",Blacktail,-,2013,N/A,October 31,Unknown, Unknown,,,,Yes,Yes,
0694,694,F,g,2004,April,Druid Peak,286F,21M,"Lamar Valley, YNP",None,-,2009,N/A,April 14,Wolf (Cottonwood Creek),"Slough Creek, YNP",,,,Yes,Yes,
0695,695,M,b,2006?,?,?,?,?,Location Unknown,Quadrant Mountain,-,2011,N/A,November 27,Natural (Malnutrition), Unknown,,,,Yes,Yes,
0696,696,?,?,?,?,?,?,?,Location Unknown,?,-,?,?,?,?,?,,,,No,Yes,"numbered after death, death date unknown"
0697,697,M,b,2007?,?,?,?,?,Location Unknown,None,Hoodoo Creek,2009,N/A,December 29,Wolf (Mollie's),"Cache Creek Area, Upper Lamar YNP",,,,Yes,Yes,
0712,712,M,b,2006,April,Mollie's,486F,193M,"Pelican Valley, YNP",Canyon,-,N/A,2017,January ,N/A,"Mammoth Hot Springs, YNP",,,,Yes,Yes,
0713,713,F,b,2007,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0714,714,F,b,2007,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2009,unknown,N/A, Unknown,,,,Yes,Yes,
0715,715,F,g,2007,April,Agate Creek,472F,383M,"Antelope Creek Area, YNP",Agate Creek,-,2011,N/A,November 25,Wolf, Unknown,,,,Yes,Yes,
0716,716,F,b,2005,April,Slough Creek,Black Female,490M,"Slough Creek Area, YNP",None,Cottonwood,2009,N/A,September 24,Legally Shot ,Outside of YNP,,,,Yes,Yes,
0752,752,F,b,2009,April,Blacktail,693F,302M,"Blacktail Deer Plateau, YNP",None,-,N/A,2011,unknown,N/A, Unknown,,,,Yes,Yes,
0753,753,F,g,2009,April,Silver,Silver Alpha Female,Silver Alpha Male,Location Unknown,Silver,-,2010,N/A,August 26,Natural (Bison), Unknown,,,,Yes,Yes,
0754,754,M,b,2008,?,?,485F,Black Male,Location Unknown,Lamar Canyon,-,2012,N/A,November 11,Legally Shot ,"Crandall Creek Area, WY",,,,Yes,Yes,
0755,755,M,b,2008,?,?,485F,Black Male,Location Unknown,None,"Lamar Canyon, Wapiti Lake, Beartooth",N/A,2017,April ,N/A,"Last Seen Near East Entrance, YNP",,,,Yes,Yes,
0756,756,F,b,2007,April,Druid Peak,569F,480M,"Cache Creek Area, Upper Lamar Valley YNP",None,-,2010,N/A,February 12,Wolf, Unknown,,,,Yes,Yes,
0757,757,F,b,2009,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",None,-,N/A,2013,July ,N/A, Unknown,,,,Yes,Yes,
0758,758,M,b,2009,April,Mollie's,486F,495M,"Pelican Valley, YNP",None,Mary Mountain,2013,N/A,March 21,Wolf, Unknown,,,,Yes,Yes,
0759,759,F,g,2009,April,Mollie's,486F,495M,"Pelican Valley area, YNP",None,Junction Butte,2013,N/A,March 14,Wolf (Lamar Canyon), Unknown,,,,Yes,Yes,
0760,760,M,g,2007,April,South Forks,?,?,"South Fork Area, Wyoming",Yellowstone Delta,-,N/A,2015,unknown,N/A,"Yellowstone Delta, Thorofare Area",,,,Yes,Yes,
0761,761,F,b,2007,April,Druid Peak,569F,480M,"Cache Creek Area, Upper Lamar Valley YNP",None,-,2010,N/A,February 21,Unknown, Unknown,,,,Yes,Yes,
0762,762,M,b,2008?,?,?,?,?,Location Unknown,Madison,-,N/A,2012,unknown,N/A, Unknown,,,,Yes,Yes,
0763,763,F,g,2008,April,?,?,?,Location Unknown,Madison,-,N/A,2012,unknown,N/A, Unknown,,,,Yes,Yes,
0768,768,F,g,2009,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,N/A,2010,unknown,N/A, Unknown,,,,Yes,Yes,
0769,769,M,g,2008,April,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Gibbon Meadows,-,N/A,2010,unknown,N/A, Unknown,,,,Yes,Yes,
0775,775,M,g,2010,April,Agate Creek,472F,641M,"Antelope Creek Area, YNP",Agate Creek,-,2011,N/A,December 22,Wolf, Unknown,,,,Yes,Yes,
0776,776,F,g,2010,April,Lamar Canyon,832F,755M (754M?),"Slough Creek, YNP",Lamar Canyon,-,N/A,2013,unknown,N/A,Unknown,,,,Yes,Yes,
0777,777,M,g,2010,April,Blacktail,693F (642F? or 692F?),778M,"Blacktail Deer Plateau, YNP",Junction Butte,Agate Creek,2012,N/A,August 11,Wolf (Mollie's), Unknown,,,,Yes,Yes,
0778,778,M,g,2007,April,Druid Peak,569F,480M (302M?),"Lamar Valley, YNP",Slip and Slide,Blacktail,2016,N/A,November ,Legally Shot ,North of Yellowstone National Park,Big Brown,,,Yes,Yes,
0779,779,F,b,2010,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,2018,N/A,April ,Unknown,"Lamar River, Lamar Valley, YNP",,,,Yes,Yes,
0780,780,M,g,2010,April,Yellowstone Delta,575F,760M,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2011,unknown,N/A, Unknown,,,,Yes,Yes,
0793,793,M,?,2010?,?,?,?,?,Location Unknown,Snake River,-,2012,N/A,October,Legally Shot , Unknown,,,,No,Yes,
0794,794,F,b,2008,?,Gibbon Meadows,537F,258M,"Gibbon Meadows, YNP",Mary Mountain,-,2012,N/A,May 22,Unknown, Unknown,,,,Yes,Yes,
0818,818,F,g,2011,April,Mary Mountain,794F,636M,"Gibbon Meadows, YNP",Mary Mountain,-,2012,N/A,April 11,Wolf, Unknown,,,,Yes,Yes,
0819,819,F,g,2010,April,Mary Mountain,794F,636M,"Gibbon Meadows, YNP",Mary Mountain,-,2012,N/A,April 13,Wolf, Unknown,,,,Yes,Yes,
0820,820,F,g,2011,April,Lamar Canyon,832F,755M,"Lamar Valley, YNP",None,-,2013,N/A,August 24,Legally Shot ,Northwest and Outside of YNP,,,,Yes,Yes,
0821,821,F,g,2009,April,Quadrant Mountain,469F,695M,"Gardner's Hole/Swan Lake Flat Area, YNP",Prospect Peak,8-Mile,2017,N/A,May 1,Wolf (Junction Butte),"Northwestern Little America Area, YNP",,,,Yes,Yes,
0822,822,F,b,2009?,?,Mollie's,486F,193M? or 495M?,"Pelican Valley, YNP",Mollie's,-,2012,N/A,August 3,Wolf (Lamar Canyon), Unknown,,,,Yes,Yes,
0823,823,F,g,2011,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,2012,N/A,November 13,Legally Shot , Unknown,,,,Yes,Yes,
0824,824,M,g,2011,April,Mollie's,486F,495M,"Pelican Valley, YNP",Mollie's,-,2012,N/A,October 30,Legally Shot , Unknown,,,,Yes,Yes,
0825,825,F,b,2011,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2013,unknown,N/A, Unknown,,,,Yes,Yes,
0826,826,F,g,2011,April,Mary Mountain,794F,636M,"Gibbon Meadows, YNP",None,-,N/A,2012,unknown,N/A, Unknown,,,,Yes,Yes,
0827,827,M,g,2010,April,Yellowstone Delta,575F,760M,"Thorofare, Southeastern YNP",None,-,2012,N/A,May 14,Vehicle,Southwest South Dakota,,,,Yes,Yes,
0828,828,M,g,2011,April,Yellowstone Delta,575F,760M,"Thorofare, Southeastern YNP",None,-,2013,N/A,September 8,Vehicle,"Highway 191, Northwest Edge of YNP",,,,Yes,Yes,
0829,829,F,b,2011,April,Blacktail,693F,778M,"Blacktail Deer Plateau, YNP",Blacktail,-,2012,N/A,November 1,Legally Shot , Unknown,,,,Yes,Yes,
0830,830,F,b,2009,April,Blacktail,693F,302M,"Blacktail Deer Plateau, YNP",Blacktail,-,2012,N/A,March 23,Wolf (Mollie's),Unknown,,,,Yes,Yes,
0831,831,F,b,2011,April,Canyon,Canyon Alpha Female,712M,"Hayden Valley Area, YNP",Canyon,-,2013,N/A,May 5,Legally Shot ,Northwest and Outside of YNP,Daddy's Girl,,,Yes,Yes,
0832,832,F,g,2006,April,Agate Creek,472F,113M,"Antelope Creek, YNP",Lamar Canyon,Lava Creek,2012,N/A,December 6,Legally Shot ,"Crandall Creek , Wyoming",06 Female,,,Yes,Yes,
0838,838,M,b,2007,April,Druid Peak,569F,480M,"Lamar Valley, YNP",Junction Butte,"Blacktail, Agate Creek",2012,N/A,June 1,Wolf (Mollie's),"Little America Area, North Central YNP",Big Blaze,,,Yes,Yes,
0856,856,M,g,2011?,?,?,?,?,Location Unknown,None,Lamar Canyon,N/A,2013,December,N/A,Wyoming,,,,No,Yes,
0859,859,M,b,2011?,?,?,?,?,Location Unknown,None,Lamar Canyon,N/A,2013,December,N/A,Wyoming,,,,No,Yes,
0869,869,M,g,2012,April,None,Ragged Tail,?,"Antelope Basin, YNP",Junction Butte,-,N/A,2014,unknown,N/A, Unknown,,,,Yes,Yes,
0870,870,F,g,2011,April,Mollie's,486F,495M,"Pelican Valley, YNP",None,Junction Butte,2015,N/A,March 18,Natural (Malnutrition),"Tower Junction, YNP",,,,Yes,Yes,
0871,871,M,b,2011?,?,?,?,?,Location Unknown,8-Mile,-,2014,N/A,October 31,Wolf (Cougar Creek), Unknown,,,,Yes,Yes,
0872,872,F,g,2011,April,Yellowstone Delta,575F,760M,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2015,unknown,N/A, unknown,,,,Yes,Yes,
0889,889,F,b,2011,April,Mollie's,495F,486M,"Pelican Valley, YNP",None,Junction Butte,2014,N/A,November 5,Legally Shot ,Montana,,,,Yes,Yes,
0890,890,M,b,2011,April,Blacktail,693F,778M,"Blacktail Deer Plateau, YNP",Mollie's,Junction Butte,N/A,2021,Augest,N/A,Unknown,Patch,,,Yes,Yes,Possibly died of old age
0906,906,M,b,2012,April,None,Ragged Tail,?,"Antelope Basin, YNP",Junction Butte,-,N/A,2014,unknown,N/A, Unknown,,,,Yes,Yes,
0907,907,F,g,2013,April,Junction Butte,Ragged Tail,911M,"Little America, YNP",Junction Butte,-,Living,Living,Living,Living,Living,,,x,Yes,Yes,
0908,908,F,b,2013,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",8-Mile,-,2014,N/A,February 14,Natural (Avalanche),"Sepulcher Mountain, YNP",,,,Yes,Yes,
0909,909,F,g,2009,April,Quadrant Mountain,469F,695M,"Quadrant Mountain Area, YNP",8-Mile,-,2017,N/A,April 11,Natural (Elk),"Little America, YNP",,,,Yes,Yes,
0910,910,M,b,2009,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",Cinnabar,8-Mile,N/A,2017,May 7,N/A,Unknown,,,,Yes,Yes,
0911,911,M,g,2010,April,Blacktail,693F,778M(?),"Blacktail Deer Plateau, YNP",Junction Butte,-,2016,N/A,September 15,Wolf (Prospect Peak),"Lamar Valley, YNP",Puff,,,Yes,Yes,
0916,916,M,?,2011?,?,?,?,?,Location Unknown,Willow Creek,Pahaska,2022,N/A,Fall,unknown,Unknown,,,,No,No,"From Wyoming, only information from 2022 Wolf Report"
0924,924,F,b,2013,April,Mollie's,779F,980M,"Pelican Valley, YNP",Mollie's,-,2014,N/A,January 17,Human (Handling), Unknown,,,,Yes,Yes,
0925,925,M,g,2011?,?,Pahaska,?,?,Location Unknown,Lamar Canyon,-,2015,N/A,March 8,Wolf (Prospect Peak),"Slough Creek, YNP",Big Gray,,,Yes,Yes,
0926,926,F,b,2011,April,Lamar Canyon,832F,755M,"Lamar Valley, YNP",Lamar Canyon,-,2018,N/A,November 24,Legally Shot ,"Silver Gate, Montana",,,,Yes,Yes,
0932,932,M,g,2012?,?,?,?,?,Location Unknown,Snake River,-,N/A,2015,unknown,N/A, Unknown,,,,Yes,Yes,
0933,933,M,b,2016,April,Snake River,?,?,Southcentral YNP,Snake River,-,N/A,2015,unknown,N/A, Unknown,,,,Yes,Yes,
0934,934,F,g,2013,April,Snake River,?,?,Southcentral YNP,Snake River,-,N/A,2015,unknown,N/A, Unknown,,,,Yes,Yes,
0949,949,M,b,2011,April,?,?,?,Location Unknown,Lamar Canyon,Beartooth,2017,N/A,August 24,Natural (Distemper),"The Confluence in Lamar Valley, YNP",,,,Yes,Yes,
0953,953,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,,1204,1204,
0962,962,M,b,2011,April,Cougar Creek,478F,689M,"Madison Valley Area, YNP",8-Mile,-,2019,N/A,January,Legally Shot ,"Jardine, Montana",,,,Yes,Yes,
0963,963,F,g,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",None,-,N/A,2018,unknown,N/A, Unknown,,,,Yes,Yes,
0964,964,M,g,2014,April,8-Mile,909F,871M,"Blacktail Deer Plateau, YNP",Prospect Peak,-,N/A,2018,unknown,N/A, Unknown,,,,Yes,Yes,
0965,965,M,g,2012?,?,8-Mile?,?,?,Location Unknown,None,"Prospect Peak, Lamar Canyon",2016,N/A,December ,Legally Shot ,North of YNP,,,,Yes,Yes,
0966,966,M,g,2014,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",Prospect Peak,-,2017,N/A,October ,Legally Shot ,North of YNP,,,,Yes,Yes,
0967,967,M,b,2014,April,Lamar Canyon,926F,925M,"Lamar Valley, YNP",None,-,2015,N/A,April ,Natural (Exposure/ Mange),Outside of YNP,,,,Yes,Yes,
0968,968,F,b,2014,April,Junction Butte,870F,890M,"Little America, YNP",None,-,2015,N/A,December 1,Legally Shot , unknown,,,,Yes,Yes,
0969,969,F,g,2013,April,Junction Butte,Ragged Tail,911M,"Little America, YNP",None,-,2020,N/A,January 10,Wolf (Junction Butte),"Slough Creek, YNP",,,,Yes,Yes,
0970,970,F,b,2011,April,Mollie's,486F,495M,"Pelican Valley, YNP",Junction Butte,-,2016,N/A,April ,Unknown,"Slough Creek, YNP",,,,Yes,Yes,
0978,978,F,g,2013,April,Mollie's,779F,980M,"Pelican Valley, YNP",None,-,N/A,2020,February ,N/A, Unknown,,,,Yes,Yes,
0979,979,F,g,2014,April,Mollie's,779F,980M,"Pelican Valley, YNP",Mollie's,-,N/A,2016,unknown,N/A, Unknown,,,,Yes,Yes,
0980,980,M,g,2010?,?,?,?,?,Location Unknown,Mollie's,-,2015,N/A,August 22,Natural (Elk),Yellowstone National Park,,,,Yes,Yes,
0992,992,M,b,2009?,?,8-Mile?,?,?,"Paradise Valley, Montana",Lamar Canyon,Prospect Peak,N/A,2016,March ,N/A,"Lamar Valley, YNP",Twin,,,Yes,Yes,
0993,993,M,b,2012,April,8-Mile,909F,871M,"Quadrant Mountain Area, YNP",Lamar Canyon,Prospect Peak,2016,N/A,June 26,Natural (Elk),"Lamar Valley, YNP",Dark Black,,,Yes,Yes,
0994,994,M,g,2015,April,Junction Butte,970F,911M,"Specimen Ridge Area, YNP",Junction Butte,-,N/A,2016,unknown,N/A, Unknown,,,,Yes,Yes,
0995,995,F,g,2014,April,Junction Butte,870F,890M,"Specimen Ridge Area, YNP",Junction Butte,-,N/A,2016,unknown,N/A, Unknown,,,,Yes,Yes,
0996,996,M,b,2015,April,Prospect Peak,821F,sw763M,"Blacktail Deer Plateau, YNP",None,Junction Butte,N/A,2021,unknown,N/A, Unknown,,,,Yes,Yes,
